id_cliente;id_geografia;id_cliente_alternativa;primer_nombre;segundo_nombre;fecha_nacimiento;estado_civil;genero;correo;salario_mensual;cantidad_hijos;cantidad_hijos_en_casa;EnglishEducation;nivel_educativo;EnglishOccupation;ocupacion;casa_propia?;cantidad_autos;direccion1;direccion2;telefono;fecha_primera_compra;distancia_tienda_mas_cercana
12123;275;AW00012123;Wesley;Liang;12/12/1963;C;Hombre;wesley16@adventure-works.com;170000;2;3;Bachelors;Licenciatura;Management;Gestión;1;2;6048 Nightingale Drive;;1 (11) 500 555-0143;10/02/2012;0-1 Km
12124;192;AW00012124;Brandi;Gill;08/08/1962;S;Mujer;brandi13@adventure-works.com;110000;2;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;8, rue de l´Avenir;;1 (11) 500 555-0115;29/01/2011;5-10 Km
12125;149;AW00012125;Diana;Ortega;12/07/1962;C;Mujer;diana21@adventure-works.com;130000;2;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;Postfach 22 99 99;;1 (11) 500 555-0184;15/05/2012;0-1 Km
12126;247;AW00012126;Tammy;Raman;18/05/1963;C;Mujer;tammy13@adventure-works.com;150000;2;4;High School;Educación secundaria;Professional;Profesional;1;1;5760 Las Palmas;;1 (11) 500 555-0196;08/04/2013;5-10 Km
12127;186;AW00012127;Grace;Davis;13/06/1962;C;Mujer;grace4@adventure-works.com;100000;2;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;4;8188, rue Lamarck;;1 (11) 500 555-0178;10/11/2013;2-5 Km
12128;123;AW00012128;Kristy;Munoz;13/12/1967;C;Mujer;kristy7@adventure-works.com;120000;3;4;High School;Educación secundaria;Professional;Profesional;1;4;Altendorfer Straße 903;;1 (11) 500 555-0146;01/05/2012;5-10 Km
12129;158;AW00012129;Wendy;Alvarez;21/03/1962;C;Mujer;wendy5@adventure-works.com;120000;3;4;High School;Educación secundaria;Professional;Profesional;1;4;Wertheimer Straße 899;;1 (11) 500 555-0118;25/05/2012;5-10 Km
12130;151;AW00012130;Suzanne;Zhou;09/02/1962;S;Mujer;suzanne10@adventure-works.com;120000;3;4;High School;Educación secundaria;Professional;Profesional;1;4;Nonnendamm 6599;;1 (11) 500 555-0119;08/05/2012;5-10 Km
12131;186;AW00012131;Randall;Dominguez;15/04/1961;C;Hombre;randall14@adventure-works.com;90000;2;1;High School;Educación secundaria;Professional;Profesional;0;2;244, rue des Rosiers;;1 (11) 500 555-0136;21/02/2011;2-5 Km
12132;224;AW00012132;Kaitlyn;Henderson;18/05/1961;C;Mujer;kaitlyn72@adventure-works.com;110000;3;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;4;2222, rue Ste-Honoré;;1 (11) 500 555-0154;30/01/2011;5-10 Km
12133;242;AW00012133;Colleen;Xie;24/06/1961;C;Mujer;colleen27@adventure-works.com;130000;3;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;8976 E Leland;;1 (11) 500 555-0175;11/02/2012;5-10 Km
12134;269;AW00012134;Hector;Alonso;19/09/1966;C;Hombre;hector6@adventure-works.com;170000;3;3;High School;Educación secundaria;Professional;Profesional;1;4;5276 Whitehall Drive;;1 (11) 500 555-0153;05/07/2013;0-1 Km
12135;316;AW00012135;Fernando;Taylor;09/10/1962;C;Hombre;fernando9@adventure-works.com;90000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;0;7386 Rolph Park Drive;;672-555-0169;09/05/2013;5-10 Km
12136;49;AW00012136;Blake;Turner;08/05/1938;C;Hombre;blake41@adventure-works.com;30000;4;0;High School;Educación secundaria;Professional;Profesional;0;2;7509 San Cristobal;;406-555-0125;24/04/2013;1-2 Km
12137;347;AW00012137;Jack;Green;04/05/1938;C;Hombre;jack51@adventure-works.com;90000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;1;1224 Shoenic;;433-555-0195;19/03/2013;5-10 Km
12138;536;AW00012138;Colin;Jai;26/05/1939;C;Hombre;colin34@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;3874 Claudia Court;;779-555-0111;28/08/2013;0-1 Km
12139;609;AW00012139;Franklin;Yang;11/03/1944;C;Hombre;franklin5@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;4824 Discovery Bay;;390-555-0195;02/07/2013;0-1 Km
12140;71;AW00012140;Oscar;Russell;08/09/1970;S;Hombre;oscar6@adventure-works.com;90000;4;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;3;2174 Pacheco St.;;616-555-0156;02/06/2013;0-1 Km
12141;536;AW00012141;Kaitlyn;Lee;16/09/1976;S;Mujer;kaitlyn45@adventure-works.com;90000;4;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;4179 Maureen Lane;;936-555-0110;05/11/2011;2-5 Km
12142;545;AW00012142;Gabriella;Torres;02/07/1981;S;Mujer;gabriella11@adventure-works.com;100000;4;1;Bachelors;Licenciatura;Management;Gestión;1;4;4790 Curletto Drive;;989-555-0133;27/11/2011;2-5 Km
12143;632;AW00012143;Logan;Turner;13/05/1971;C;Hombre;logan31@adventure-works.com;100000;4;1;Bachelors;Licenciatura;Management;Gestión;1;4;2803 Fawn Glen Circle;;178-555-0116;16/11/2011;2-5 Km
12144;632;AW00012144;Kelly;Jenkins;10/05/1971;C;Mujer;kelly11@adventure-works.com;100000;4;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;4;4511 Gathering Court;;131-555-0124;22/03/2013;0-1 Km
12145;644;AW00012145;Brandon;Butler;30/09/1976;C;Hombre;brandon11@adventure-works.com;100000;4;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;4;5979 Meadowbrook Drive;;120-555-0143;28/11/2013;2-5 Km
12146;311;AW00012146;Xavier;Thomas;11/01/1971;S;Hombre;xavier8@adventure-works.com;110000;3;2;Bachelors;Licenciatura;Management;Gestión;0;4;5139 The Trees Dr;;349-555-0116;29/06/2013;1-2 Km
12147;50;AW00012147;Taylor;Patterson;27/06/1970;C;Mujer;taylor35@adventure-works.com;80000;4;3;Bachelors;Licenciatura;Management;Gestión;1;0;5029 Blue Ridge;;415-555-0170;23/06/2013;2-5 Km
12148;548;AW00012148;Gabrielle;Morris;05/06/1970;S;Mujer;gabrielle1@adventure-works.com;100000;5;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;0;8553 R St.;;458-555-0132;23/11/2013;2-5 Km
12149;552;AW00012149;Bailey;Scott;21/06/1975;C;Mujer;bailey33@adventure-works.com;100000;5;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;560 Highland Drive;;549-555-0199;01/05/2013;2-5 Km
12150;316;AW00012150;Logan;Wang;09/08/1975;C;Hombre;logan24@adventure-works.com;130000;2;2;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;3328 North Wateroak Ct;#8;606-555-0158;14/08/2013;1-2 Km
12151;335;AW00012151;Steven;Kelly;09/11/1969;C;Hombre;steven12@adventure-works.com;130000;2;2;Bachelors;Licenciatura;Management;Gestión;1;3;8625 Olive Ave.;;582-555-0134;14/11/2011;1-2 Km
12152;335;AW00012152;Adrian;Ramirez;23/03/1975;C;Hombre;adrian9@adventure-works.com;130000;2;2;Bachelors;Licenciatura;Management;Gestión;1;3;1461 Dantley Way;;728-555-0143;30/10/2011;0-1 Km
12153;348;AW00012153;Kaitlyn;Bailey;15/03/1962;S;Mujer;kaitlyn54@adventure-works.com;70000;3;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;4836 Stratton Circle;;848-555-0159;27/11/2011;5-10 Km
12154;71;AW00012154;Hailey;Adams;21/07/1967;S;Mujer;hailey55@adventure-works.com;80000;3;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;0;4594 Rose Dr.;;906-555-0157;14/03/2013;2-5 Km
12155;648;AW00012155;Gabriella;Lopez;12/10/1967;S;Mujer;gabriella44@adventure-works.com;80000;3;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;0;6096 Fraga Court;;108-555-0196;21/11/2011;2-5 Km
12156;301;AW00012156;Bonnie;Raji;12/07/1939;C;Mujer;bonnie27@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;359 Pleasant Hill Rd;;409-555-0193;06/11/2011;5-10 Km
12157;336;AW00012157;William;White;21/03/1940;C;Hombre;william8@adventure-works.com;120000;1;3;Graduate Degree;Estudios de postgrado;Management;Gestión;1;1;5984 Mt. Whitney Dr.;;544-555-0147;10/05/2013;2-5 Km
12158;66;AW00012158;Kyle;Phillips;18/10/1979;C;Hombre;kyle36@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;6133 Elderwood Dr.;;406-555-0176;01/09/2013;2-5 Km
12159;71;AW00012159;Kaitlyn;Scott;10/11/1974;C;Mujer;kaitlyn11@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;8378 B Avenue I;;801-555-0114;24/02/2013;2-5 Km
12160;536;AW00012160;Jaclyn;Zhang;23/05/1969;S;Mujer;jaclyn0@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;4364 Viera Avenue;;819-555-0110;18/11/2011;5-10 Km
12161;648;AW00012161;Alexandria;Rogers;04/03/1974;C;Mujer;alexandria40@adventure-works.com;100000;5;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;7279 Michael Ln.;;448-555-0119;09/03/2013;2-5 Km
12162;331;AW00012162;Luke;Mitchell;16/12/1974;S;Hombre;luke43@adventure-works.com;120000;4;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;7150 N. Broadway;;150-555-0113;11/11/2011;5-10 Km
12163;368;AW00012163;Aaron;Wang;04/03/1969;S;Hombre;aaron24@adventure-works.com;150000;2;1;Bachelors;Licenciatura;Management;Gestión;0;2;228 Rock Creek Way;;648-555-0158;05/11/2011;0-1 Km
12164;372;AW00012164;Noah;Butler;09/04/1974;C;Hombre;noah11@adventure-works.com;150000;3;1;Bachelors;Licenciatura;Management;Gestión;1;3;476 Bay Drive;;426-555-0158;25/11/2011;0-1 Km
12165;51;AW00012165;Caleb;Flores;10/12/1967;C;Hombre;caleb9@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;1256 American Beauty Dr;;615-555-0157;30/01/2013;0-1 Km
12166;54;AW00012166;Jared;Rogers;06/03/1984;C;Hombre;jared21@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;1261 Sierrawood Court;;903-555-0191;11/07/2013;5-10 Km
12167;637;AW00012167;Sebastian;Stewart;20/03/1968;S;Hombre;sebastian21@adventure-works.com;100000;1;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;3307 Mt. Trinity Ct.;;367-555-0118;29/10/2011;5-10 Km
12168;614;AW00012168;Hunter;Jackson;09/08/1966;C;Hombre;hunter45@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;824 Gregory Drive;;312-555-0147;26/02/2013;5-10 Km
12169;312;AW00012169;Abigail;Howard;12/11/1972;S;Mujer;abigail16@adventure-works.com;120000;1;3;High School;Educación secundaria;Professional;Profesional;1;4;6490 El Camino;;197-555-0113;29/10/2011;5-10 Km
12170;325;AW00012170;Sara;Reed;04/01/1972;C;Mujer;sara22@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Management;Gestión;0;2;7884 Power Ave.;;653-555-0182;23/11/2011;2-5 Km
12171;335;AW00012171;Alyssa;Cooper;31/01/1972;S;Mujer;alyssa35@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Management;Gestión;0;3;9584 Logan Ct;;491-555-0143;01/11/2011;0-1 Km
12172;345;AW00012172;Eduardo;Alexander;01/03/1972;S;Hombre;eduardo62@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Management;Gestión;0;3;2878 Bounty Way;;313-555-0148;20/11/2011;0-1 Km
12173;345;AW00012173;Dalton;Edwards;12/03/1967;C;Hombre;dalton44@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Management;Gestión;1;3;4588 Morgan Territory Road;;745-555-0145;12/11/2011;2-5 Km
12174;374;AW00012174;Charles;Phillips;04/11/1966;C;Hombre;charles42@adventure-works.com;170000;1;0;Graduate Degree;Estudios de postgrado;Management;Gestión;0;4;2499 Wilke Drive;;184-555-0111;06/12/2011;2-5 Km
12175;368;AW00012175;Luke;Powell;09/09/1966;S;Hombre;luke27@adventure-works.com;60000;2;0;High School;Educación secundaria;Professional;Profesional;0;2;4591 Camino Peral;;678-555-0111;17/11/2013;5-10 Km
12176;548;AW00012176;Cody;James;12/11/1966;S;Hombre;cody0@adventure-works.com;60000;2;0;High School;Educación secundaria;Professional;Profesional;0;2;677 Riveria Way;;676-555-0184;02/02/2013;5-10 Km
12177;59;AW00012177;Kevin;Campbell;23/09/1960;S;Hombre;kevin44@adventure-works.com;70000;4;3;High School;Educación secundaria;Professional;Profesional;1;0;1468 Napa St.;;929-555-0135;07/03/2013;5-10 Km
12178;547;AW00012178;Ethan;Shan;08/11/1959;C;Hombre;ethan27@adventure-works.com;80000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;9551 Jones Rd;;168-555-0113;25/12/2011;5-10 Km
12179;543;AW00012179;Alexis;Jones;08/04/1941;S;Mujer;alexis3@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;5925 Rain Drop Circle;;982-555-0141;16/12/2011;5-10 Km
12180;536;AW00012180;Holly;Mehta;17/03/1942;S;Mujer;holly13@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;1565 W. Lake Dr.;;123-555-0127;10/12/2011;1-2 Km
12181;352;AW00012181;Katelyn;Sanders;18/02/1942;C;Mujer;katelyn2@adventure-works.com;130000;2;3;Graduate Degree;Estudios de postgrado;Management;Gestión;1;3;2334 Brandywine Way;;417-555-0163;03/12/2011;0-1 Km
12182;49;AW00012182;Erin;Torres;06/06/1966;C;Mujer;erin8@adventure-works.com;70000;5;4;High School;Educación secundaria;Professional;Profesional;1;4;8700 Gloria Terrace;;402-555-0198;14/03/2013;2-5 Km
12183;66;AW00012183;Emily;Robinson;25/04/1966;C;Mujer;emily19@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;2627 Sandview Dr.;;796-555-0138;19/02/2013;5-10 Km
12184;546;AW00012184;Isaiah;Perez;07/06/1966;C;Hombre;isaiah26@adventure-works.com;100000;3;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;4;7243 St. George Dr.;;164-555-0121;22/12/2011;1-2 Km
12185;648;AW00012185;Kaitlyn;Patterson;24/01/1966;S;Mujer;kaitlyn77@adventure-works.com;100000;0;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;3732 Camino Norte;;299-555-0110;29/03/2013;5-10 Km
12186;299;AW00012186;Bryant;Srini;09/05/1971;S;Hombre;bryant8@adventure-works.com;100000;0;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;3;9854 Martindale Drive;;949-555-0125;25/12/2011;1-2 Km
12187;300;AW00012187;Ruben;Subram;19/01/1966;C;Hombre;ruben14@adventure-works.com;100000;0;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;9058 East 23rd Street;;504-555-0163;25/12/2011;1-2 Km
12188;307;AW00012188;Ashley;Thomas;20/11/1965;S;Mujer;ashley11@adventure-works.com;110000;3;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;4;5071 Almaden Dr.;;190-555-0190;25/12/2011;5-10 Km
12189;338;AW00012189;Sophia;Wright;15/02/1971;C;Mujer;sophia18@adventure-works.com;130000;4;3;Bachelors;Licenciatura;Management;Gestión;1;3;832 Bellows Ct.;;612-555-0166;14/12/2011;2-5 Km
12190;361;AW00012190;Justin;Gonzales;16/06/1966;S;Hombre;justin14@adventure-works.com;170000;1;1;Graduate Degree;Estudios de postgrado;Management;Gestión;0;2;9163 Hilltop Road;;801-555-0176;09/12/2011;0-1 Km
12191;383;AW00012191;Melissa;Washington;06/04/1965;C;Mujer;melissa8@adventure-works.com;60000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;4091 Silver Oaks Place;# 105;275-555-0122;16/04/2013;5-10 Km
12192;609;AW00012192;Jocelyn;Hayes;25/05/1960;S;Mujer;jocelyn22@adventure-works.com;60000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;0;2;9611 Hudson Ave;;936-555-0125;12/04/2013;1-2 Km
12193;56;AW00012193;Caleb;Simmons;04/08/1959;S;Hombre;caleb12@adventure-works.com;70000;3;1;High School;Educación secundaria;Professional;Profesional;1;0;7450 Olivera Rd;;164-555-0159;29/03/2013;5-10 Km
12194;361;AW00012194;Destiny;Foster;14/01/1959;S;Mujer;destiny64@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;4655 Shuey Ave;;698-555-0118;18/04/2013;5-10 Km
12195;343;AW00012195;Erin;Morris;20/05/1970;S;Mujer;erin22@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;5265 11th Ave.;;148-555-0168;23/05/2013;1-2 Km
12196;68;AW00012196;Alexis;Miller;07/03/1959;S;Mujer;alexis5@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;6600 Court Street;;615-555-0111;10/04/2013;1-2 Km
12197;339;AW00012197;Adam;Hernandez;15/07/1958;C;Hombre;adam47@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;0;2;11 Sunrise Drive;;678-555-0162;01/02/2013;1-2 Km
12198;545;AW00012198;Noah;Scott;14/08/1958;C;Hombre;noah42@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;1305 Willbrook Court;;208-555-0130;15/12/2011;5-10 Km
12199;644;AW00012199;Christina;Richardson;05/11/1957;S;Mujer;christina7@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;5279 East L Street;;474-555-0152;16/06/2013;1-2 Km
12200;310;AW00012200;Rafael;Sharma;20/01/1943;C;Hombre;rafael33@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;1693 C Northwood Dr;;717-555-0111;20/12/2011;10+ Km
12201;302;AW00012201;Mindy;Yuan;03/02/1944;C;Mujer;mindy11@adventure-works.com;100000;2;3;Graduate Degree;Estudios de postgrado;Management;Gestión;1;3;66, avenue du Québec;;335-555-0116;11/06/2013;1-2 Km
12202;66;AW00012202;Xavier;Ross;22/11/1943;C;Hombre;xavier45@adventure-works.com;100000;2;3;Graduate Degree;Estudios de postgrado;Management;Gestión;1;3;8818 Gentrytown Dr.;;982-555-0113;05/02/2013;1-2 Km
12203;60;AW00012203;Zachary;Hughes;03/09/1943;C;Hombre;zachary10@adventure-works.com;120000;2;4;Graduate Degree;Estudios de postgrado;Management;Gestión;1;3;7600 Showtime Court;;136-555-0183;03/07/2013;5-10 Km
12204;536;AW00012204;Bradley;Jai;02/08/1943;C;Hombre;bradley13@adventure-works.com;120000;2;4;Graduate Degree;Estudios de postgrado;Management;Gestión;1;3;9847 Galloway Dr.;;598-555-0176;28/01/2013;2-5 Km
12205;301;AW00012205;Madison;Long;31/03/1944;S;Mujer;madison45@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Management;Gestión;0;4;4643 Elkwood Dr.;;705-555-0113;26/10/2013;0-1 Km
12206;337;AW00012206;Sierra;Parker;09/10/1944;C;Mujer;sierra7@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Management;Gestión;1;2;9593 Power Ave.;;220-555-0129;28/12/2011;5-10 Km
12207;618;AW00012207;Samuel;Hill;18/12/1945;S;Hombre;samuel42@adventure-works.com;80000;4;0;Bachelors;Licenciatura;Management;Gestión;1;2;1637 Kingston Pl.;;125-555-0172;25/12/2011;5-10 Km
12208;609;AW00012208;Dominique;Sanchez;18/08/1945;C;Mujer;dominique17@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Management;Gestión;1;4;3043 Gregory Dr.;;230-555-0175;16/12/2011;2-5 Km
12209;298;AW00012209;Mindy;Jai;24/12/1945;C;Mujer;mindy16@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Management;Gestión;1;4;7559 Worth Ct.;;520-555-0110;17/12/2011;0-1 Km
12210;247;AW00012210;Alan;He;24/03/1984;C;Hombre;alan22@adventure-works.com;10000;0;0;Graduate Degree;Estudios de postgrado;Manual;Obrero;0;0;1374 Wightman Lane;;1 (11) 500 555-0116;15/03/2012;0-1 Km
12211;206;AW00012211;Victor;Romero;23/02/1985;C;Hombre;victor10@adventure-works.com;10000;0;0;Graduate Degree;Estudios de postgrado;Manual;Obrero;1;0;3355, rue de Longchamp;;1 (11) 500 555-0198;07/03/2011;0-1 Km
12212;209;AW00012212;Shawna;Xie;16/11/1974;C;Mujer;shawna3@adventure-works.com;10000;0;0;Graduate Degree;Estudios de postgrado;Manual;Obrero;1;0;71, avenue Reille;;1 (11) 500 555-0134;27/03/2011;0-1 Km
12213;159;AW00012213;Alejandro;Lal;29/01/1974;C;Hombre;alejandro35@adventure-works.com;10000;1;0;Graduate Degree;Estudios de postgrado;Manual;Obrero;1;0;Reiherweg 5;;1 (11) 500 555-0117;09/05/2012;0-1 Km
12214;243;AW00012214;Julie;Raje;19/03/1968;C;Mujer;julie19@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Manual;Obrero;1;0;3886 Delta View Ln.;;1 (11) 500 555-0159;07/03/2012;0-1 Km
12215;254;AW00012215;Karla;She;12/06/1968;C;Mujer;karla0@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Clerical;Administrativo;1;0;2846 Veronica Ct.;;1 (11) 500 555-0122;10/03/2012;0-1 Km
12216;258;AW00012216;Gerald;Rodriguez;30/09/1967;C;Hombre;gerald5@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Clerical;Administrativo;1;0;2608 Elm Rd.;;1 (11) 500 555-0120;25/03/2012;0-1 Km
12217;209;AW00012217;Kyle;Roberts;31/12/1966;C;Hombre;kyle34@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Manual;Obrero;1;0;611bis, rue des Peupliers;;1 (11) 500 555-0169;23/03/2011;0-1 Km
12218;124;AW00012218;Mitchell;Xu;26/05/1967;C;Hombre;mitchell4@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Manual;Obrero;1;0;Celler Weg 4030;;1 (11) 500 555-0136;25/05/2012;0-1 Km
12219;188;AW00012219;Kurt;Nara;08/10/1977;C;Hombre;kurt17@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Manual;Obrero;1;0;1584 S. Forest Hill;;1 (11) 500 555-0187;24/03/2011;0-1 Km
12220;217;AW00012220;Virginia;Sara;16/07/1966;C;Mujer;virginia12@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Manual;Obrero;1;0;470, rue de Linois;;1 (11) 500 555-0186;09/03/2011;0-1 Km
12221;208;AW00012221;Brandi;Ruiz;09/07/1966;C;Mujer;brandi2@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Clerical;Administrativo;1;0;11, rue Saint Denis;;1 (11) 500 555-0113;02/03/2011;0-1 Km
12222;248;AW00012222;Jenny;Xu;17/09/1966;C;Mujer;jenny14@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Clerical;Administrativo;1;0;3156 Crystal Avenue;;1 (11) 500 555-0158;13/03/2012;0-1 Km
12223;166;AW00012223;Felicia;Vazquez;19/08/1966;C;Mujer;felicia14@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Clerical;Administrativo;1;0;Postfach 8 22 99;;1 (11) 500 555-0174;08/08/2013;0-1 Km
12224;243;AW00012224;Tristan;Henderson;17/03/1941;C;Hombre;tristan5@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Clerical;Administrativo;1;0;3431 Wilton Pl.;;1 (11) 500 555-0157;15/11/2013;0-1 Km
12225;173;AW00012225;Kathleen;Ortega;01/05/1964;C;Mujer;kathleen21@adventure-works.com;20000;1;0;Graduate Degree;Estudios de postgrado;Clerical;Administrativo;1;0;Celler Weg 504;;1 (11) 500 555-0178;19/05/2012;0-1 Km
12226;120;AW00012226;Faith;Ward;06/04/1968;C;Mujer;faith31@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Clerical;Administrativo;1;0;Am Gallberg 24;;1 (11) 500 555-0185;19/05/2012;0-1 Km
12227;241;AW00012227;Kelsey;Raje;08/02/1963;C;Mujer;kelsey13@adventure-works.com;10000;1;0;Partial College;Estudios universitarios (en curso);Manual;Obrero;1;0;8031 Pinon Dr.;;1 (11) 500 555-0135;29/04/2013;0-1 Km
12228;125;AW00012228;Mayra;Martinez;23/02/1963;C;Mujer;mayra17@adventure-works.com;20000;1;0;Bachelors;Licenciatura;Clerical;Administrativo;1;0;Husemann Straße 9574;;1 (11) 500 555-0147;22/06/2012;0-1 Km
12229;149;AW00012229;Kari;Gomez;17/05/1962;C;Mujer;kari22@adventure-works.com;10000;2;0;Partial College;Estudios universitarios (en curso);Manual;Obrero;1;0;Pappelallee 123;;1 (11) 500 555-0146;07/06/2012;0-1 Km
12230;132;AW00012230;Wesley;Zheng;11/08/1961;C;Hombre;wesley19@adventure-works.com;10000;2;0;Partial College;Estudios universitarios (en curso);Manual;Obrero;1;0;Krönerweg 49;;1 (11) 500 555-0126;20/06/2012;0-1 Km
12231;161;AW00012231;Isabelle;Patterson;15/09/1960;S;Mujer;isabelle9@adventure-works.com;10000;2;0;Partial College;Estudios universitarios (en curso);Manual;Obrero;1;0;Wasserstr 6999;;1 (11) 500 555-0155;15/06/2012;0-1 Km
12232;160;AW00012232;Sean;Hernandez;11/10/1960;S;Hombre;sean51@adventure-works.com;10000;2;0;Partial College;Estudios universitarios (en curso);Manual;Obrero;1;0;Holzstr 7555;;1 (11) 500 555-0119;03/06/2012;0-1 Km
12233;254;AW00012233;Jerry;Yuan;05/11/1960;C;Hombre;jerry7@adventure-works.com;10000;2;0;Partial College;Estudios universitarios (en curso);Manual;Obrero;1;1;136 Balboa Court;;1 (11) 500 555-0163;17/01/2014;1-2 Km
12234;211;AW00012234;Clarence;Zeng;25/08/1959;C;Hombre;clarence15@adventure-works.com;10000;2;0;Partial College;Estudios universitarios (en curso);Manual;Obrero;1;1;790, quai de Grenelle;;1 (11) 500 555-0126;26/04/2013;2-5 Km
12235;235;AW00012235;Donna;Rai;22/05/1949;C;Mujer;donna15@adventure-works.com;30000;1;0;Graduate Degree;Estudios de postgrado;Clerical;Administrativo;1;0;2957 Tri-state Avenue;;1 (11) 500 555-0127;23/03/2013;0-1 Km
12236;132;AW00012236;Kendra;Gill;04/12/1946;C;Mujer;kendra13@adventure-works.com;20000;1;0;Partial College;Estudios universitarios (en curso);Manual;Obrero;1;0;Potsdamer Straße 929;;1 (11) 500 555-0193;13/07/2013;0-1 Km
12237;133;AW00012237;Ruth;Madan;07/05/1952;C;Mujer;ruth12@adventure-works.com;20000;1;0;Partial College;Estudios universitarios (en curso);Manual;Obrero;1;0;Carlsplatz 1;;1 (11) 500 555-0121;17/06/2012;0-1 Km
12238;172;AW00012238;Monica;Raman;24/07/1952;C;Mujer;monica12@adventure-works.com;30000;1;0;Bachelors;Licenciatura;Clerical;Administrativo;1;0;Hochstr 2777;;1 (11) 500 555-0113;09/07/2013;0-1 Km
